steam_appid,nome,data_de_lancamento,plataforma,generos,avaliacoes_positivas,avaliacoes_negativas,media_tempo_jogado,preco
207490,"RaymanÂ® Origins",2012-03-29,windows,Action;Adventure,1509,114,266,8.59
207530,"Noitu Love 2: Devolution",2012-04-23,windows,Action;Indie,469,28,219,3.99
207730,"Arena Wars 2",2012-10-12,windows,Action;Strategy,128,256,0,2.79
207790,"Jane's Advanced Strike Fighters",2012-03-08,windows,Simulation,102,229,0,7.99
207930,"Sacred Citadel",2013-04-16,windows,Action,645,287,220,7.99
208200,"Doom 3: BFG Edition",2012-10-18,windows,Action,3957,772,644,14.99
208460,Tryst,2012-09-14,windows,Action;Indie;Strategy,10,36,30,11.99
208500,"F1 2012â„¢",2012-09-19,windows,Racing;Simulation;Sports,1447,176,1623,14.99
208620,"Midnight Mysteries: Salem Witch Trials",2012-03-28,windows,Adventure;Casual,59,32,0,6.99
208630,"Midnight Mysteries 3: Devil on the Mississippi",2012-03-28,windows,Adventure;Casual,60,15,0,6.99
208640,"Midnight Mysteries 4: Haunted Houdini",2012-03-28,windows,Adventure;Casual,53,4,0,6.99
208650,"Batmanâ„¢: Arkham Knight",2015-06-23,windows,Action;Adventure,33121,12981,1266,15.99
208710,"Colour Bind",2012-09-24,windows,Action;Indie,23,10,0,6.99
208730,"Game of Thrones",2012-06-07,windows,Action;RPG,1407,587,1042,10.99
209000,"Batmanâ„¢: Arkham Origins",2013-10-24,windows,Action;Adventure,20365,3519,538,0
209100,"Resident Evil: Operation Raccoon City",2012-05-18,windows,Action,1171,1079,237,22.99
209120,"Street Fighter X Tekken",2012-05-11,windows,Action,858,697,136,22.99
209160,"Call of DutyÂ®: Ghosts",2014-03-25,windows,Action,14892,10757,266,39.99
209230,"Sherlock Holmes and The Hound of The Baskervilles",2012-04-23,windows,Adventure;Casual,194,41,0,6.99
209360,"All Zombies Must Die!: Scorepocalypse ",2012-04-19,windows,Action;Indie,43,14,0,3.99
209390,"Dungeonbowl - Knockout Edition",2012-07-02,windows,Sports;Strategy,15,52,487,9.99
209520,"Mini Motor Racing EVO",2013-05-01,windows,Casual;Indie;Racing,411,224,121,3.99
209610,"Roller Coaster Rampage",2012-06-19,windows,Casual;Indie;Simulation,61,49,0,6.99
209630,"Magrunner: Dark Pulse",2013-06-20,windows,Action;Adventure,251,50,0,6.99
209650,"Call of DutyÂ®: Advanced Warfare - Gold Edition",2014-11-03,windows,Action,13389,8379,250,39.99
209730,"R.A.W. Realms of Ancient War",2012-10-11,windows,Action;RPG,288,312,24,11.99
209750,"Cannon Fodder 3",2012-08-06,windows,Action,57,56,0,10.99
210870,"Cloudberry Kingdomâ„¢",2013-08-02,windows,Indie,174,17,33,8.59
210950,"Rune Classic",2012-06-13,windows,Action;Adventure,541,50,316,6.99
211010,"Alien Shooter 2 Conscription",2012-05-18,windows,Action;Indie;RPG,200,46,47,7.19
211160,"Viking: Battle for Asgard",2012-10-17,windows,Action;Adventure,856,1013,43,9.99
211280,"Primal Fears",2013-01-08,windows,Action;Indie,172,120,0,6.99
211400,Deadlight,2012-10-25,windows,Action;Adventure;Indie,8981,2298,307,9.99
211500,"RaceRoom Racing Experience",2013-02-12,windows,"Free to Play;Racing;Simulation;Sports",5204,3571,81,0
211580,"Wanderlust: Rebirth",2012-07-27,windows,Action;Adventure;Indie;RPG,249,229,152,3.99
211600,"Thiefâ„¢ Gold",2012-05-22,windows,Action;Simulation,1649,148,230,4.99
211740,"Thiefâ„¢ II: The Metal Age",2012-05-22,windows,Action;Simulation,845,51,1584,4.99
211780,"Conflict Desert Stormâ„¢",2012-05-28,windows,Action,376,93,0,4.99
211800,"Dead Hungry Diner",2012-05-16,windows,Casual;Indie,91,28,239,3.99
211970,"Test Drive: Ferrari Racing Legends",2012-12-10,windows,Racing,144,108,1350,14.99
212010,"Galaxy on Fire 2â„¢ Full HD",2012-08-21,windows,Action;Indie;Simulation;Strategy,1046,382,361,5.59
212030,"Kung Fu Strike - The Warrior's Rise",2012-07-24,windows,Action;Indie,803,211,98,6.99
212050,Resonance,2012-07-25,windows,Adventure;Indie,353,30,219,6.99
212110,"Sugar Cube: Bittersweet Factory",2012-11-07,windows,Action;Indie,145,48,268,4.99
212160,Vindictus,2012-06-22,windows,"Action;Adventure;Free to Play;Massively Multiplayer;RPG",3646,1460,408,0
212390,"Continent of the Ninth Seal",2012-09-13,windows,"Action;Free to Play;Massively Multiplayer;RPG",892,334,48,0
212630,"Tom Clancy's Ghost Recon: Future Soldierâ„¢",2012-06-27,windows,Action,2178,1153,229,12.49
212700,"Party of Sin",2012-12-13,windows,Action;Adventure;Indie,98,89,290,4.79
213330,"LEGOÂ® Batmanâ„¢ 2: DC Super Heroes",2012-06-22,windows,Action;Adventure,969,129,988,14.99
213350,"MDK2 HD",2012-07-30,windows,Action,49,43,0,10.99
213390,"Atooms to Moolecules Demo",2012-04-06,windows,Indie;Casual,9,6,0,0
213610,"Sonic Adventure 2",2012-11-19,windows,Action,4676,913,805,5.99
213670,"South Parkâ„¢: The Stick of Truthâ„¢",2014-03-06,windows,Action;Adventure;RPG,35896,911,1045,25.99
213850,"Magic 2014 â€” Duels of the Planeswalkers",2013-06-26,windows,Strategy,3615,773,1149,6.99
214100,Rigonauts,2012-08-07,windows,Strategy;Indie;Casual;Simulation,27,28,0,6.99
214130,"Aerofly FS 1 Flight Simulator",2012-10-17,windows,Indie;Simulation,88,53,0,15.49
214150,"Galactic CivilizationsÂ® I: Ultimate Edition",2012-08-14,windows,Strategy,93,91,22,6.99
214170,"Divine Divinity",2012-07-05,windows,RPG,1432,193,39,4.79
214250,"I Am Alive",2012-09-06,windows,Action;Adventure,1361,701,408,12.49
214570,"ETHER VAPOR Remaster",2012-09-27,windows,Action,188,55,71,5.59
214590,"Fairy Bloom Freesia",2012-10-17,windows,Action;Indie,882,139,159,5.59
214610,"Cherry Tree High Comedy Club",2012-11-08,windows,Adventure;Indie,457,79,222,5.59
214730,"Space Rangers HD: A War Apart",2013-10-17,windows,Action;Adventure;RPG;Simulation;Strategy,3313,170,0,11.99
214830,"Half Minute Hero: Super Mega Neo Climax Ultimate Boy",2012-09-27,windows,Action;Casual;RPG,1147,172,254,6.99
215280,"Secret World Legends",2017-07-31,windows,"Action;Adventure;Free to Play;Massively Multiplayer;RPG",4420,2106,645,0
215390,"Damage Inc. Pacific Squadron WWII",2012-08-28,windows,Action;Simulation,6,6,0,29.99
215470,"Primal Carnage",2012-10-29,windows,Action;Indie,4447,1323,423,5.59
215530,"The Incredible Adventures of Van Helsing",2013-05-22,windows,Action;Adventure;Indie;RPG,4993,1064,572,10.99
215630,Demonicon,2013-10-24,windows,Action;Adventure;RPG,492,235,654,6.99
215690,"Zeno Clash 2",2013-04-30,windows,Action;Indie,764,256,156,10.99
215710," Fieldrunners 2",2013-01-10,windows,Action;Strategy;Casual,268,53,0,6.99
215770,Shad'O,2012-09-04,windows,Action;Indie;Strategy,50,42,58,3.99
215830,Closers,2018-02-06,windows,"Action;Free to Play;Massively Multiplayer;RPG",2061,734,194,0
215870,Dungeon-Party,2013-03-13,windows,"Free to Play;Massively Multiplayer",154,231,1,0
216090,"Go Home Dinosaurs!",2013-03-14,windows,Casual;Indie;Strategy,336,20,458,6.99
216150,MapleStory,2012-08-09,windows,"Casual;Free to Play;Massively Multiplayer;RPG",3629,1711,71,0
216210,"Secret Files 3",2012-09-13,windows,Adventure,55,31,0,7.99
216260,"Don Bradman Cricket 14",2014-06-25,windows,Indie;Simulation;Sports,444,52,0,15.49
216670,"Great Big War Game",2012-08-28,windows,Indie;Strategy,30,4,0,4.99
216890,"Blood Bowl: Chaos Edition",2012-10-11,windows,Sports;Strategy,1108,277,342,11.99
216910,"Of Orcs And Men",2012-10-11,windows,Action;RPG,856,333,143,10.99
216930,"Luxor: Amun Rising HD",2012-09-03,windows,Casual,18,4,0,6.99
217120,"Waves 2",2015-12-16,windows,"Action;Casual;Indie;Early Access",63,8,0,6.99
217140,"Rise of the Triad",2013-07-31,windows,Action,1436,673,280,10.99
217200,"Worms Armageddon",2013-03-19,windows,Strategy,3517,231,246,10.99
217270,Karateka,2012-12-03,windows,Action;Indie,127,55,0,2.89
217750,"Age of Conan: Unchained",2013-02-22,windows,"Action;Adventure;Free to Play;Massively Multiplayer;RPG",874,397,148,0
217790,"Dogfight 1942",2012-09-21,windows,Simulation,414,165,0,6.99
217920,"Alien Rage - Unlimited",2013-09-24,windows,Action,1657,722,317,14.99
218020,"Nethergate: Resurrection",2012-10-05,windows,Strategy;RPG;Indie,50,8,0,3.99
218230,"PlanetSide 2",2012-11-20,windows,"Action;Free to Play;Massively Multiplayer",35968,7753,1051,0
218640,Lucius,2012-10-26,windows,Violent;Gore;Action;Adventure;Indie,5775,1400,172,6.99
218680,"Scribblenauts Unlimited",2013-02-15,windows,Adventure;Casual;Strategy,6661,588,630,14.99
218700,"Angelica Weaver: Catch Me When You Can",2013-01-07,windows,Adventure;Casual,70,28,0,9.99
219700,"Dogs of War Online",2014-02-04,windows,"Free to Play;Strategy",447,250,29,0
219760,"Beyond Divinity",2012-10-29,windows,RPG,150,131,13,4.79
219780,"Divinity II: Developer's Cut",2012-10-29,windows,RPG,2001,441,2511,14.99
219950,"NiGHTS Into Dreams",2012-12-17,windows,Adventure,553,79,9,5.59
219990,"Grim Dawn",2016-02-25,windows,Action;Adventure;Indie;RPG,26805,2605,3651,19.99
220160,"Trials Evolution: Gold Edition",2013-03-21,windows,Action;Racing,1382,423,501,16.99
220240,"Far Cry 3",2012-11-28,windows,Action;Adventure,46331,5622,836,16.99
220440,"DmC: Devil May Cry",2013-01-24,windows,Action;Adventure,14820,956,533,23.99
220660,StarDrive,2013-04-26,windows,Indie;Strategy,547,729,0,22.99
220820,"Zombie Driver HD",2012-10-17,windows,Violent;Gore;Action;Indie;Racing,2050,381,338,6.99
221040,"Resident Evil 6 / Biohazard 6",2013-03-21,windows,Action;Adventure,14643,3904,1602,19.99
221100,DayZ,2018-12-13,windows,"Action;Adventure;Massively Multiplayer",118435,77169,7235,33.99
221380,"Age of Empires II HD",2013-04-09,windows,Strategy,54090,3178,1569,14.99
221540,"DG2: Defense Grid 2",2014-09-23,windows,Indie;Strategy,1579,354,3601,10.99
222180,"Mushroom Men: Truffle Trouble",2015-03-10,windows,Action;Indie,21,9,0,1.99
222420,"THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION",2014-12-16,windows,Action,880,163,0,10.99
222440,"THE KING OF FIGHTERS 2002 UNLIMITED MATCH",2015-02-27,windows,Action,903,78,0,10.99
222480,"Resident Evil Revelations / Biohazard Revelations",2013-05-23,windows,Action;Adventure,4962,975,683,23.99
222500,"Rail Adventures - VR Tech Demo",2016-08-25,windows,"Action;Free to Play;Indie;Racing",16,17,0,0
222640,"Aarklash: Legacy",2013-09-12,windows,Adventure;Strategy,478,145,144,12.39
222940,"THE KING OF FIGHTERS XIII STEAM EDITION",2013-09-13,windows,Action,4300,537,451,14.99
222980,"Dead Pixels",2012-12-07,windows,Action;Indie;RPG,2005,309,117,1.99
223000,"7 Wonders: Ancient Alien Makeover",2012-10-24,windows,Strategy;Casual,159,24,0,6.99
223100,"HomefrontÂ®: The Revolution",2016-05-19,windows,Violent;Action;Adventure,6396,5102,408,24.99
223220,"Giana Sisters: Twisted Dreams",2012-10-22,windows,Action;Indie,1229,326,177,10.99
223280,"Cut the Rope",2013-03-22,windows,Indie;Casual,49,5,0,3.99
223330,"Sea Dogs: To Each His Own - Pirate Open World RPG",2012-12-01,windows,RPG,928,288,0,10.99
223410,Perpetuum,2014-10-17,windows,"Indie;Massively Multiplayer;RPG",455,194,269,3.99
223430,"Miner Wars 2081",2012-11-28,windows,Action;Adventure;Indie;RPG;Simulation,110,212,0,3.99
223450,Dyad,2013-04-24,windows,Action;Indie;Racing,166,51,0,11.99
223490,Blockscape,2014-07-03,windows,"Casual;Indie;RPG;Simulation;Strategy;Early Access",343,490,0,6.99
223510,Miasmata,2012-11-28,windows,Action;Adventure;Indie,739,218,171,11.99
223710,"Cry of Fear",2013-04-25,windows,Action;Adventure;Indie,20990,3497,3830,0
223730,Fly'N,2012-11-09,windows,Action;Adventure;Indie,378,60,76,7.49
223750,"DCS World Steam Edition",2013-08-02,windows,"Free to Play;Simulation",5083,1534,2343,0
223810,"Ys I & II Chronicles+",2013-02-14,windows,Action;Adventure;RPG,1083,135,124,9.99
224000,"Project Eagle: A 3D Interactive Mars Base",2018-11-27,windows,"Free to Play;Simulation",269,91,0,0
224040,LocoCycle,2014-02-14,windows,Action;Adventure;Casual;Racing,197,53,0,6.99
224300,"Legacy of Kain: Defiance",2012-12-06,windows,Action;Adventure,429,61,522,4.99
224460,Contrast,2013-11-15,windows,Adventure;Indie,4028,415,91,8.49
224600,Defiance,2014-06-04,windows,"Action;Free to Play;Massively Multiplayer;RPG",9150,2808,953,0
224700,"The Game of Life",2013-06-10,windows,Strategy;Casual,23,47,0,6.99
224820,"Super House of Dead Ninjas",2013-02-18,windows,Action;Indie,1306,56,564,4.99
224920,"Legacy of Kain: Soul Reaver",2012-12-06,windows,Action;Adventure,798,302,77,4.99
224940,"Legacy of Kain: Soul Reaver 2",2012-12-06,windows,Action;Adventure,288,107,50,4.99
224960,"Tomb Raider I",2012-11-28,windows,Action;Adventure,1700,374,25,4.99
224980,"Tomb Raider IV: The Last Revelation",2012-11-28,windows,Action;Adventure,422,64,20,4.99
225000,"Tomb Raider V: Chronicles",2012-11-28,windows,Action;Adventure,232,77,10,4.99
225020,"Tomb Raider VI: The Angel of Darkness",2012-11-28,windows,Action,349,262,1995,4.99
225080,"Brothers - A Tale of Two Sons",2013-09-03,windows,Action;Adventure;Indie,31689,1708,128,10.99
225280,"Full Mojo Rampage",2014-05-08,windows,Action;Indie;RPG,971,167,319,10.99
225300,"Tomb Raider II",2012-11-28,windows,Action;Adventure,805,115,3,4.99
225320,"Tomb Raider III",2012-11-28,windows,Action;Adventure,468,97,34,4.99
225360,DARK,2013-07-03,windows,Action;RPG,476,500,75,6.99
225540,"Just Causeâ„¢ 3",2015-11-30,windows,Action;Adventure,37747,14024,2086,11.99
225640,"Sacred 2 Gold",2012-12-21,windows,RPG,1177,495,69,10.99
225840,"Sven Co-op",2016-01-22,windows,"Action;Casual;Free to Play;Indie",12211,1173,407,0
226100,"PixelJunkâ„¢ Nom Nom Galaxy",2015-08-03,windows,Action;Casual;Indie;Strategy,517,190,0,6.99
226560,"Escape Dead Island",2014-11-20,windows,Adventure,549,383,0,10.99
226580,"F1 2014",2014-10-16,windows,Racing;Sports,1113,317,1508,19.99
226720,"LOST PLANETÂ® 3",2013-08-26,windows,Action,1597,1002,155,19.99
226780,"MUD Motocross World Championship",2013-03-15,windows,Racing;Sports,42,44,0,7.99
226860,"Galactic Civilizations III",2015-05-14,windows,Indie;Strategy,6051,1891,199,23.79
227000,Primordia,2012-12-05,windows,Adventure;Indie,1863,49,234,6.99
227060,"Hegemony Rome: The Rise of Caesar",2014-05-15,windows,Indie;RPG;Simulation;Strategy,235,154,0,10.99
227100,"Sniper Elite: Nazi Zombie Army",2013-02-28,windows,Action,3204,446,365,10.99
227220,"Sang-Froid - Tales of Werewolves",2013-04-05,windows,Action;Adventure;Indie;RPG;Strategy,1480,209,203,0
227600,"Castle of Illusion",2013-09-04,windows,Adventure;Casual,1329,151,147,9.99
227760,"March of the Eagles",2013-02-18,windows,Simulation;Strategy,143,65,0,14.99
227780,"Serious Sam Classics: Revolution",2014-04-30,windows,"Action;Indie;Early Access",1339,165,27,7.99
227800,Retrovirus,2013-01-31,windows,Action;Indie,120,44,105,7.19
227900,Battleship,2013-06-10,windows,Strategy;Casual,19,14,0,6.99
227920,Risk,2013-06-10,windows,Strategy;Casual,78,113,16,6.99
227940,"Heroes & Generals",2016-10-18,windows,"Action;Free to Play;Indie;Massively Multiplayer",65856,34416,1752,0
228200,"Company of Heroes",2006-09-11,windows,Violent;Action;Strategy,2526,287,1475,0
228260,"Fallen Enchantress: Legendary Heroes",2013-05-22,windows,Indie;RPG;Strategy,1265,495,1610,19.49
228300,"Remember Me",2013-06-06,windows,Action;Adventure,9080,1815,276,22.99
228380,Wreckfest,2018-06-14,windows,Action;Indie;Racing;Simulation;Sports,8834,2486,778,38.99
228760,"TrackManiaÂ² Canyon",2013-02-27,windows,Racing;Sports,1065,259,3793,16.99
229480,"Dungeons & Dragons: Chronicles of Mystara",2013-06-18,windows,Action;Adventure;RPG,785,180,0,11.99
229580,Dream,2015-07-31,windows,Adventure;Indie,549,382,58,5.99
229810,"A Fistful of Gun",2015-09-23,windows,Action;Indie,284,136,267,9.99
229870,"ShootMania Storm",2013-04-10,windows,Action,648,101,507,16.99
229890,"Joe Danger",2013-06-24,windows,Action;Casual;Indie;Racing,66,13,0,9.99
229970,"Armada 2526 Gold Edition",2013-02-28,windows,Indie;Strategy,44,29,0,14.99
230070,"The Age of Decadence",2015-10-14,windows,Indie;RPG,1719,373,297,11.39
230410,Warframe,2013-03-25,windows,"Action;Free to Play",226541,20268,5845,0
230650,"Lords of Football",2013-04-05,windows,Indie;Simulation;Sports;Strategy,123,136,0,10.99
230840,Daylight,2014-04-29,windows,Action;Adventure;Casual;Indie,760,767,184,6.99
231020,Storm,2013-06-27,windows,Indie;Simulation,63,27,217,6.99
231140,"Cities XL Platinum",2013-02-06,windows,Simulation,771,584,19,7.49
232050,"Eador. Masters of the Broken World",2013-04-19,windows,Indie;Strategy,1365,679,272,14.99
232090,"Killing Floor 2",2016-11-18,windows,Action,60917,8354,2967,19.99
232750,"Mars: War Logs",2013-04-26,windows,Action;RPG,1403,525,346,11.99
232890,"Stronghold Crusader 2",2014-09-22,windows,Simulation;Strategy,4280,2786,259,24.99
232910,"TrackManiaÂ² Stadium",2013-06-20,windows,Racing;Sports,2915,571,6516,8.59
232970,"Thunder Wolves",2013-05-15,windows,Action;Casual;Indie,377,61,0,7.99
233190,"Final Exam",2013-11-05,windows,Action;Indie,761,143,196,6.99
233270,"Far Cry 3 - Blood Dragon",2013-05-01,windows,Action;Adventure,9282,1257,249,12.49
233290,"Murdered: Soul Suspect",2014-06-05,windows,Action;Adventure;RPG,8658,1647,282,19.99
233350,Sudeki,2014-02-24,windows,Action;Adventure;RPG,413,70,217,4.99
233510,"Lunnye Devitsy",2009-07-01,windows,Casual;Indie,103,52,82,0
233860,Kenshi,2018-12-06,windows,Action;Indie;RPG;Simulation;Strategy,9512,1171,1756,22.99
234080,"Castlevania: Lords of Shadow â€“ Ultimate Edition",2013-08-27,windows,Action;Adventure,3827,953,706,19.99
234160,"Strike Suit Infinity",2013-04-30,windows,Action;Indie,459,82,168,4.99
234290,"Zack Zero",2013-04-29,windows,Action;Adventure;Indie,244,136,66,1.99
234330,"MARVEL Puzzle Quest",2013-12-05,windows,"Casual;Free to Play;RPG",2341,1051,0,0
234350,"Luxor 2 HD",2013-05-13,windows,Casual,67,16,10,6.99
234630,"Project CARS",2015-03-15,windows,Racing;Simulation;Sports,8618,2720,232,23.39
234670,"NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD",2013-10-24,windows,Action;Adventure,8209,882,1360,14.99
234820,"Driver Fusion - The Best Driver & Device Solution",2013-05-06,windows,"Education;Software Training;Utilities;Web Publishing",184,88,0,0
235210,"STRIDERâ„¢ / ã‚¹ãƒˆãƒ©ã‚¤ãƒ€ãƒ¼é£›ç«œÂ®",2014-02-19,windows,Action;Adventure,2127,401,324,11.99
235320,"Original War",2014-01-27,windows,Indie;Strategy,923,66,232,3.99
235340,"Prime World",2014-03-31,windows,"Action;Free to Play;Massively Multiplayer;RPG",1954,1378,28,0
235400,"Kingâ€™s Bounty: Legions",2013-12-10,windows,"Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Strategy",617,577,19,0
235460,"METAL GEAR RISING: REVENGEANCE",2014-01-09,windows,Action,13722,1157,863,19.99
235520,"The White Laboratory",2019-03-28,windows,Indie;Strategy,120,34,0,7.19
235540,"Warhammer: End Times - Vermintide",2015-10-23,windows,Action;Indie,13905,3560,1200,22.99
235600,"Tom Clancyâ€™s Splinter Cell Blacklist",2013-08-23,windows,Action;Adventure,10016,1982,669,16.99
235660,"Eador: Genesis",2013-10-14,windows,Indie;Strategy,199,38,0,3.99
235900,"RPG Maker XP",2013-12-13,windows,"Web Publishing",326,34,0,18.99
236010,Bloxitivity,2016-01-21,windows,Casual;Indie,16,14,0,8.99
236110,"Dungeon Defenders II",2017-06-20,windows,"Action;Free to Play;Indie;RPG;Strategy",10766,3802,523,0
236130,Horizon,2014-02-06,windows,Indie;Strategy,243,177,84,22.99
236150,"Starpoint Gemini 2",2014-09-26,windows,Action;RPG;Simulation,2604,1126,326,26.99
236290,"Cranky Cat",2013-06-05,windows,Casual,22,5,0,1.99
236430,"DARK SOULSâ„¢ II",2014-04-25,windows,Action;RPG,30008,3799,2377,29.99
236450,"PAC-MANâ„¢ Championship Edition DX+",2013-09-24,windows,Action,5988,291,67,7.99
236470,"PAC-MAN MUSEUMâ„¢",2014-02-25,windows,Action,120,80,0,14.99
236490,Hexodius,2013-06-21,windows,Action;Indie,18,12,9,7.99
236510,"Takedown: Red Sabre",2014-02-10,windows,Action;Simulation;Strategy,2136,3378,80,3.99
236790,"Agricultural Simulator 2013 - Steam Edition",2013-06-07,windows,Casual;Simulation,145,486,5,6.99
236930,"Blackwell Epiphany",2014-04-24,windows,Adventure;Indie,503,8,0,6.99
236970,"Jack Keane 2 - The Fire Within",2013-06-28,windows,Adventure,19,22,0,7.19
237310,Elsword,2014-07-02,windows,"Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG",4755,1511,796,0
237570,"Penny Arcade's On the Rain-Slick Precipice of Darkness 4",2013-06-07,windows,Indie;RPG,253,57,315,1.69
237630,"DuckTales: Remastered",2013-08-13,windows,Action;Adventure;Casual,3198,523,240,11.99
237740,"Angry Video Game Nerd Adventures",2013-09-20,windows,Action;Adventure;Indie,2416,298,157,3.99
237890,"Agarest: Generations of War",2014-02-04,windows,Adventure;RPG;Strategy,1199,447,272,10.99
237950,"UFO: Afterlight",2014-01-06,windows,Indie;Strategy,210,140,2380,4.99
237970,"Memento Mori 2",2014-05-13,windows,Adventure;Indie,56,22,0,16.99
238090,"Sniper Elite 3",2014-06-27,windows,Action;Adventure,12737,3297,321,22.99
238240,"Edge of Space",2015-09-17,windows,Action;Adventure;Indie;RPG,996,1647,0,10.99
238430,Contagion,2013-10-25,windows,Action;Adventure;Indie,9087,3585,366,6.99
238870,Citadels,2013-07-25,windows,Action;Strategy,62,354,0,10.99
238960,"Path of Exile",2013-10-23,windows,"Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG",71593,6117,5263,0
239120,"FINAL FANTASY III",2014-05-27,windows,RPG,1029,250,138,10.99
239250,"Castlevania: Lords of Shadow 2",2014-02-25,windows,Action;Adventure,2390,479,732,24.99
239720,"PAC-MANâ„¢ and the Ghostly Adventures",2014-03-06,windows,Action,126,33,0,29.99
239840,"Dead State: Reanimated",2014-12-04,windows,Indie;RPG;Strategy,1405,526,1264,14.99
240320,Panzar,2013-11-25,windows,"Action;Free to Play;Massively Multiplayer;RPG",2987,1609,2218,0
240600,MotoGPâ„¢13,2013-06-20,windows,Racing;Simulation;Sports,409,166,0,6.99
240620,"Wanderlust Adventures",2015-08-10,windows,Action;Adventure;Indie;RPG,137,86,201,6.99
240970,"Half Minute Hero: The Second Coming",2014-04-04,windows,Action;Indie;RPG,425,33,637,6.99
241260,"Sherlock Holmes: Crimes and Punishments",2014-09-29,windows,Adventure,1988,169,464,19.99
241410,CastleStorm,2013-07-29,windows,Action;Indie;Strategy,1104,129,950,6.99
241560,"The Crewâ„¢",2014-12-19,windows,"Action;Massively Multiplayer;Racing",9479,4636,657,25.99
241620,Inquisitor,2013-08-01,windows,Violent;Gore;Indie;RPG,330,164,0,6.99
241720,Guncraft,2013-08-09,windows,Action;Indie,607,636,103,10.99
241760,"Kill to Collect",2016-04-06,windows,Action;Adventure;Indie,120,40,0,6.99
242050,"Assassinâ€™s CreedÂ® IV Black Flagâ„¢",2013-11-19,windows,Action;Adventure,23904,3362,3234,16.99
242130,"Vector Thrust",2015-07-02,windows,Action;Indie;Simulation,319,283,0,18.99
242640,"Styx: Master of Shadows",2014-10-07,windows,Action,4506,962,243,24.99
242700,"Injustice: Gods Among Us Ultimate Edition",2013-11-29,windows,Action,8793,1473,288,14.99
242720,"GunZ 2: The Second Duel",2014-05-01,windows,"Action;Free to Play;Indie",6865,3424,450,0
242760,"The Forest",2018-04-30,windows,Action;Adventure;Indie;Simulation,110460,8881,2417,15.49
242840,"In Verbis Virtus",2015-04-03,windows,Action;Adventure;Indie;RPG,1102,266,286,14.99
242920,Banished,2014-02-18,windows,Indie;Simulation;Strategy,24653,2820,1209,14.99
243000,"Omikron: The Nomad Soul",2013-09-26,windows,RPG,234,97,0,6.99
243120,Betrayer,2014-03-24,windows,Action;Adventure;Indie,2601,578,112,3.99
243360,"TrackManiaÂ² Valley",2013-07-04,windows,Racing;Sports,282,80,466,16.99
243450,"Urban Trial Freestyle",2013-09-18,windows,Action;Racing;Simulation;Sports,1191,272,166,4.99
243470,Watch_Dogsâ„¢,2014-05-26,windows,Action;Adventure,15159,7383,1176,25.99
243800,"Gas Guzzlers Extreme",2013-10-08,windows,Action;Racing;Sports,2511,415,137,18.99
243950,"Divinity: Dragon Commander",2013-08-06,windows,Action;RPG;Strategy,1274,431,430,29.99
244030,"Take On Mars",2017-02-09,windows,Simulation,850,660,13,20.99
244050,"Rise of Flight United",2013-09-05,windows,"Free to Play;Simulation",736,668,37,0
244070,"Sid Meierâ€™s Ace Patrol",2013-08-27,windows,Casual;Strategy,389,181,175,3.99
244090,"Sid Meierâ€™s Ace Patrol: Pacific Skies",2013-11-05,windows,Casual;Strategy,202,120,193,3.99
244210,"Assetto Corsa",2014-12-19,windows,Indie;Racing;Simulation;Sports,15277,2337,3107,15.49
244410,"Supreme Ruler 1936",2014-05-09,windows,Indie;Simulation;Strategy,169,61,0,9.99
244450,"Men of War: Assault Squad 2",2014-05-15,windows,Action;Simulation;Strategy,11389,2025,4678,19.99
244590,Epigenesis,2014-08-01,windows,Action;Indie;Sports,807,418,139,0
244690,"Face Noir",2013-10-17,windows,Adventure;Indie,158,75,81,6.99
244730,Divekick,2013-08-20,windows,Action;Indie,1418,268,238,3.99
244850,"Space Engineers",2019-02-28,windows,Action;Indie;Simulation;Strategy,60221,9609,3739,15.49
244890,VelocityÂ®Ultra,2013-12-12,windows,Action;Indie,136,39,0,6.49
244910,Homesick,2015-05-28,windows,Adventure;Indie,788,218,130,10.99
244930,SNOW,2019-02-14,windows,"Free to Play;Indie;Simulation;Sports",7235,3754,8180,0
245050,"SpellForce 2 - Demons of the Past",2014-01-16,windows,RPG;Strategy,94,106,0,17.99
245280,"ENSLAVEDâ„¢: Odyssey to the Westâ„¢ Premium Edition",2013-10-24,windows,Action;Adventure,3677,650,185,14.99
245300,"Disney Epic Mickey 2:  The Power of Two",2014-10-06,windows,Action;Adventure,102,76,0,15.49
245370,Etherium,2015-03-25,windows,Strategy,321,509,577,7.49
245490,"Trials Fusionâ„¢",2014-04-24,windows,Racing,1141,615,418,16.99
246580,"The Typing of The Dead: Overkill",2013-10-29,windows,Action,2280,347,175,14.99
246700,"Strike Vector",2014-01-28,windows,Action;Indie,1560,756,97,8.99
246760,"Legends of Eisenwald",2015-07-02,windows,Adventure;Indie;RPG;Strategy,1013,298,506,14.99
246820,"Jeklynn Heights",2016-05-25,windows,"Action;Adventure;Casual;Indie;Early Access",14,4,0,0
246840,FATE,2013-12-12,windows,Action;Adventure;RPG,857,78,11,5.59
